sentence,label
南京分行连续九年五方挂钩捐资帮扶泗洪县南京分行自年起，每年向江苏省泗洪县提供帮扶资金，累计达万元，主要用于当地的农田基础配套工程村党群服务中心小学翻建等惠民设施建设，对当地农业增效促进就业改善民生助学济困起到了积极作用，得到了省委省政府政府以及当地居民的广泛认可，也获得了新华日报江苏金融汇等媒体的宣传推广,0
披露关键绩效表环境责任绿色金融，支持低碳经济气候变化对机构活动产生的财务影响及其风险机遇,1
披露环境责任绿色服务，践行科技环保间接经济影响开展基础设施投资与支持性服务的情况及其影响,1
部分披露环境责任绿色办公，畅享序号指标描述披露情况在报告中的位置低碳文明能源环境责任绿色办公，畅享机构内部的能源消耗量,1
部分披露低碳文明环境责任绿色办公，畅享减少的能源消耗量,1
披露低碳文明环境责任绿色服务，践行科技环保产品和服务所需能源的降低,1
披露环境责任绿色办公，畅享低碳文明产品和服务环境责任绿色服务，践行科技环保降低产品和服务环境影响的程度,1
环境责任绿色金融，支持低碳发展环境责任绿色服务，践行科技环保经济责任服务实体，支持国家战略经济责任促进民生，服务根据不同目的在各产品条线中传递特定社会效益的产品及服美好生活披露务的货币价值,0
环境责任绿色金融，支持低碳发展环境责任绿色服务，践行科技环保环境责任绿色金融，支持按照类别在人口稀疏或经济欠发达地区的接入点披露低碳经济社会责任使更多劣势人群享受到的倡议披露社会责任,1
十绿色信贷本行贯彻中国银监会绿色信贷指引的原则，秉持可持续发展理念，逐年制定年度绿色信贷政策，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，将绿色低碳理念融入金融服务全过程,1
本行制定平安银行绿色信贷指引，执行绿色信贷分类管理，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，加大对低碳经济循环经济节能减排等绿色经济的支持力度，限制介入和严格控制不符合国家环保和产业政策的行业,1
严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
本行结合国家十三五规划银监会绿色信贷指引及本行重点战略的要求，明确本行重点关注的绿色信贷业务边界，包括节能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引；同时，成立绿色能源业务中心，在专营创新的基础上，推动全行新能源领域客户策略整体产品方案设计，为客户提供专业化的综合金融服务，加大对符合产业升级方向的先进制造业及成长前景明确的新兴产业的支持力度，积极支持节能减排技术创新技术改造技术服务和产品推广，促进绿色信贷投放的有序提升,1
本行不断完善绿色信贷专项统计制度，进一步明确本行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
本行完善绿色信贷环保信息的沟通和披露机制，组织学习全行优秀绿色信贷案例，加强对绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
绿色信贷年，本行贯彻中国银监会绿色信贷指引的原则，秉持可持续发展理念，逐年制定年度绿色信贷政策，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，将绿色低碳理念融入金融服务全过程,1
本行制定平安银行绿色信贷指引，执行绿色信贷分类管理，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，加大对低碳经济循环经济节能减排等绿色经济的支持力度，限制介入和严格控制不符合国家环保和产业政策的行业,1
严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
本行践行十九大报告中的创新协调绿色开放共享发展理念，结合国家十三五规划银监会绿色信贷指引及本行重点战略的要求，明确本行重点关注的绿色信贷业务边界，包括普惠金融小微企业节能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引,0
本行成立绿色能源业务中心，在专营创新的基础上，推动全行新能源领域客户策略整体产品方案设计，为客户提供专业化的综合金融服务；加大对符合产业升级方向的先进制造业及成长前景明确的新兴产业的支持力度，积极支持节能减排技术创新技术改造技术服务和产品推广，促进绿色信贷投放的有序提升,1
本行不断完善绿色信贷专项统计制度，进一步明确本行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
本行完善绿色信贷环保信息的沟通和披露机制，组织学习全行优秀绿色信贷案例，加强对绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
精选行业聚焦体量大弱周期成长性好的行业，深度经营医疗健康房地产电子信息交通运输仓储物流绿色环保清洁能源基础设施文化教育民生十大行业的金融业务,0
我们积极践行绿色公益，倡导公众参与环保，传播人与自然和谐共生的发展理念,1
广州破产案件业务管理系统助力法院有效管理为有效协助法院在立判结案各阶段对破产案件破产资金及破产管理人进行穿透性监管，平安银行广州分行与广州市破产管理人协会合作建设广州破产案件业务管理系统，通过金融科技赋能及法院直连，为破产管理人提供便捷高效透明安全的破产业务全流程专业服务，保障了债权人合法权益，助力法官和破产管理人进一步减负增效，在提升地区营商环境等方面发挥了重要作用,0
保护环境，构建绿色金融体系，不仅有助于加快我国经济向绿色化转型，也有利于促进环保新能源节能等领域的技术进步，加快培育新的经济增长点，提升经济增长潜力,1
我们制定平安银行绿色信贷政策，按照赤道原则一套非强制的自愿性准则，用以决定衡量以及管理社会及环境风险，以进行专案融资或管理有效配置信贷资源，明确重点关注的绿色信贷业务边界，包括普惠金融小微企业节平安银行年企业社会责任报告能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引,1
严守国家行业政策合规底线，对产业结构调整指导目录中的淘汰类项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能项目，不提供任何形式的新增授信，已有授信的采取妥善措施确保债权安全收回,1
支持绿色行业我们明确了聚焦经营清洁能源绿色环保的战略定位，加大对符合产业升级方向的先进制造业及成长前景明确的新兴产业的支持力度，完善新能源领域客户策略行业客户的整体产品方案设计，努力为客户提供专业化的综合金融服务，推动全行新能源领域清洁能源领域绿色建筑行业等绿色环保发展,1
截至年底，平安银行绿色信贷授信总额亿元，贷款余额亿元，有平安银行年企业社会责任报告效推动了节能产业绿色产业的发展,1
杭州分行加强绿色金融与浙江产业发展对接杭州分行积极响应中国制造浙江行动，给予相关绿色产业授信客户绿色通道审批，并前置审批参与授信方案设计，强化沟通交流，推进方案更快落地，有效支持传统产业绿色改造提升，助推新能源汽车节能环保等新兴产业加快绿色发展,1
绿色信贷助力环保企业发展工业固废处置是一项技术要求高管理系统复杂严密对污染物排放控制严格的工程，投入资金量较大,0
深圳分行积极支持绿色环保产业技术升级，向东江环保股份有限公司提供综合授信额度亿元，用于支持企业提升固废处理及综合利用能力,1
在平安银行大力支持下，该企业已建成深圳地区首个填埋气综合利用项目，年处理垃圾万吨，实现了填埋气循环利用变废为宝，发挥了显著的社会效益和环境效益，为资源节约型环境友好型社会的建设贡献了一份力量,1
绿色服务我们不断深化互联网和信息技术与金融服务的融合，将绿色低碳理念融入金融服务全过程，加快电子渠道建设，打造特色化服务平台，推广电子对账方式，减少资源浪费，降低对环境的影响,1
纸质账单份数电子账单份数总行纸质账单与电子账单使用情况平安银行年企业社会责任报告纸质账单份数电子账单份数信用卡中心纸质账单与电子账单使用情况佛山分行大力推广银企对账无纸化，推动绿色环保佛山分行积极引导客户使用电子账单，大力推广银企对账无纸化,1
年佛山分行银企对账单达万件，其中电子对账占总账单数，全年约万份企业对账单实现无纸化，节省了约万张用纸和万次邮递动力，为推动绿色环保做出了积极的贡献,1
绿色办公为切实推进绿色运营，我们积极倡导绿色办公，努力构建低碳环保的办公场所，通过节水节电绿色采购推行视频会议等多种措施落实绿色环保理念，将绿色工作绿色生活绿色发展融入每一位员工心中，引导并带动全体员工营造节能减排的良好氛围，打造可持续的绿色办公模式,1
大数据全年总行公务用车汽油消耗升，同比下降；全年开展视频会议次，同比上升节水节电我们将经营环保理念融入公司运营的每个环节和细节，积极采取措施，增强员工的节约用水节约用电意识,1
平安银行年企业社会责任报告节电对公共能耗进行指标考核，杜绝浪费，精准操作；逐步实施灯光改造，将高能耗灯具换成节能灯；加强空调节能降耗管理，及时保养空调主机和末端设备，保证系统高效运行；通过发放节能用电小贴士等方式，加强节电宣传；积极参与地球小时活动，以实际行动践行节电理念,1
绿色采购我们始终坚持绿色环保的采购理念，在供应商准入招标采购评审标准合同条款设定等关键采购环节，明确环境保护要求，优选具备环境管理体系认证和采取环境保护措施的供应商，引导供应商在产品设计生产施工服务等方面采取有效环保措施，避免浪费和减少对环境的不利影响,1
为持续践行低碳活动，防止水土流失，保护生态环境，年月日，温州地区的平安银行平安寿险产险信用卡中心联合开展以寻找春天为主题的亲子绿色公益活动，由家长们带着孩子帮树木除杂草施肥浇水播种花卉种子，培养小朋友绿色环保意识，共同守护美丽家园,1
本着共筹共管公开透明的原则，大连分行成立了专门的领导小组，策划了详细的活动方案和管理办法，与大连市中山区红十字会签订了正式的协议，由红十字会专户管理,0
对于平安银行来说，您所属的利益相关方类别是政府客户事业伙伴员工环保相关组织社区与公众媒体您对本报告的总体评价是,0
十绿色信贷本行贯彻中国银保监会绿色信贷指引的原则，秉持可持续发展理念，逐年制定年度绿色信贷政策，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，将绿色低碳理念融入金融服务全过程,1
本行制定平安银行绿色信贷指引，执行绿色信贷分类管理，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，加大对低碳经济循环经济节能减排等绿色经济的支持力度，限制介入不符合国家环保和产业政策的行业,1
严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
本行结合国家十三五规划银保监会绿色信贷指引及本行重点战略的要求，明确本行重点关注的绿色信贷业务边界，包括节能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引；同时，成立能源金融事业部，在专营创新的基础上，推动全行新能源领域客户策略整体产品方案设计，为客户提供专业化的综合金融服务，加大对符合产业升级方向的先进制造业及成长前景明确的新兴产业的支持力度，积极支持节能减排技术创新技术改造技术服务和产品推广，促进绿色信贷投放的有序提升,1
同时不断完善绿色信贷专项统计制度，进一步明确本行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
本行完善绿色信贷环保信息的沟通和披露机制，组织学习全行优秀绿色信贷案例，加强对绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
精选行业板块本行公司业务针对体量大弱周期成长性好的行业，配合平安集团构建车房医疗健康智慧城市金融同业五大生态圈战略，聚焦包括医疗健康房地产电子信息交通运输仓储物流绿色环保清洁能源基础设施文化教育民生在内的十大行业，共涵盖个国民经济行业细类中的个细分行业,0
去年以来的一系列严监管政策为银行的发展指明了方向，随着资管新规流动性新规股权管理委托贷款等政策的不断落地，表外业务将加速回表，资产质量将更加透明和真实，银行经营和发展策略也将回归理性,0
绿色信贷本行贯彻中国银保监会绿色信贷指引的原则，秉持可持续发展理念，逐年制定年度绿色信贷政策，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，将绿色低碳理念融入金融服务全过程,1
本行制定平安银行绿色信贷指引，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，加大对低碳经济循环经济节能减排等绿色经济的支持力度，限制介入不符合国家环保和产业政策的行业,1
严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
本行结合国家十三五规划银保监会绿色信贷指引及本行重点战略的要求，明确本行重点关注的绿色信贷业务边界，包括节能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引；同时，成立能源金融事业部，在专营创新的基础上，推动全行新能源领域客户策略整体产品方案设计，为客户提供专业化的综合金融服务，加大对符合产业升级方向的先进制造业及成长前景明确的新兴产业的支持力度，积极支持节能减排技术创新技术改造技术服务和产品推广，促进绿色信贷投放的有序提升,1
同时不断完善绿色信贷专项统计制度，进一步明确本行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
本行完善绿色信贷环保信息的沟通和披露机制，组织学习全行优秀绿色信贷案例，加强对绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
本行将聚焦智能制造电子信息交通物流医疗健康文化旅游节能环保等重点行业，实行行业化经营，为客户提供商行投行投资的多元化综合金融服务，满足企业在不同生命周期的金融服务需求，支持重点行业特别是重点行业的民营企业转型升级,0
平安银行年可持续发展报告平安银行股份有限公司年可持续发展报告平安银行年可持续发展报告目录高管致辞一企业管治篇银行简介年表现责任绩效荣誉认可可持续发展管理发展理念重要议题责任沟通党建引领稳健经营公司治理内控合规二经济责任篇服务实体经济，助推经济腾飞贷动区域发展布局重点行业助力基础建设布局跨境金融科技创新，引领智慧生活零售金融服务升级消费服务贴心服务体验融合智慧场景服务社会，普惠百姓民生支持中小企业发展探索乡村金融路径三社会责任篇不忘初心，专注客户服务用心服务客户信息资金安全普及金融知识平安银行年可持续发展报告以人为本，真心关爱员工多元人才招募陪伴员工成长悉心关怀员工勇担责任，致力扶贫济困持续扶智培训支持产业造血打造一村一品创新产销赋能热心公益，共建和谐社区参与志愿服务关爱儿童成长关爱弱势群体四环境责任篇绿色金融，推动持续发展绿色运营，践行环保理念绿色服务绿色办公绿色采购对标表第三方审验关于本报告意见反馈表平安银行年可持续发展报告高管致辞年是新中国成立周年，是决胜全面建成小康社会第一个百年奋斗目标的关键之年,0
我们不断推进对低碳经济循环经济节能减排绿色产业的金融支持，促进低碳经济的发展,1
同时，我们将绿色低碳理念融入金融服务全过程，公众可通过平安口袋银行空中柜台实现足不出户办业务,0
此外，我们大力推广电子对账方式，着力减少对环境的影响，为客户提供绿色环保的服务体验，践行绿色运营，打造绿色银行,1
依据平安银行三年发展战略规划指引，平安银行致力于全面提升服务实体经济能力，支持国家战略；深入推进绿色金融，助推低碳经济；启动公益扶贫活动，将金融和扶贫相结合；致力完善内外服务，真诚回馈社会,0
平安银行年可持续发展报告助力贵州发展水利设施建设贵州水利投资有限公司应贵州省政府要求牵头实施水利建设，明确贵州省用年时间，投资亿元，建设水源工程座处；以城乡供水为主，结合灌溉，兼顾水利发电等综合利用，将解决万贫困人口的饮水安全问题,0
平安银行年可持续发展报告光伏贷助农民增收平安银行积极响应国家能源发展及环保政策，设计光伏贷产品，授信用于华东华中及华北地区农户采购安装分布式光伏设备，以发电并网回款为第一还款来源，发电盈余资金可补贴农户的收入，资金流向品牌经销商及运营商，定向用于向核心厂商采购设备,1
年月日，我们宣布首批捐款万元给湖北省慈善总会，用于湖北省采购防疫物资因疫情死亡家庭抚恤志愿者保险护具及生活补助，以及社区公共卫生设施补充等，支持湖北省开展疫情防控工作，全力支持抗击新型冠状病毒肺炎疫情,0
平安银行年可持续发展报告各分行广泛开展金融知替换传统纸媒，利用传统节日特殊活识普及工作，主动围绕青环保宣教动的特点开展定制化宣教少年高校学生社会人活动,1
平安银行在员工沟通上努力建设垂直高效透明的沟通体系，多渠道倾听员工需求；同时，我们致力于打造家园文化，以家人的温暖悉心关怀员工,0
高效员工沟通平安银行致力于建设垂直高效透明的沟通体系，注重多渠道的打通和融合,0
平安银行积极参与承销投资扶贫政府债券，截至年底，平安银行水电扶贫项目将扶贫资金用于贫困县的异地扶贫搬迁扶贫农村覆盖广西云南四川及甘孜州凉山州公路建设农村公共服务设施建设等脱贫攻坚项目，等三区三州深度贫困县，资金投入达精准扶持贫困地区改善基本生活条件和实现产业发亿元,0
平安银行水电扶贫模式在实际解决脱贫问题的同时，将水电扶贫与绿色金融结合起来，促进绿色环保事业共同发展,1
平安银行年可持续发展报告四环境责任篇绿色金融，推动持续发展平安银行深入贯彻国家十三五规划及中国银保监会绿色信贷指引，秉持可持续发展理念，加大对低碳经济循环经济节能减排等绿色产业的支持力度，通过实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，限制不符合国家环保和产业政策行业的介入，并将相关内容纳入平安银行三年发展战略规划中，制定平安银行绿色信贷指引平安银行年风险政策指引等相关规定，将绿色低碳理念融入金融服务全过程,1
同时不断完善绿色信贷专项统计制度，进一步明确平安银行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
此外，我们不断完善绿色信贷环保信息的沟通和披露机制，定期组织学习全行优秀绿色信贷案例，加强绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
为环保企业提供资金进行基础建设南京润科公用事业有限公司主要负责溧水区范围内的水务产业，供排水工程建设和供排水设施维护等,1
平安银行年可持续发展报告平安银行严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不提供任何形式的新增授信，截至年底，平安银行绿色信贷授信已有授信要采取妥善措施确保债权安全收回，主动总额达亿元，贷款余额达亿退出国家非鼓励类行业，助力产业结构优化调整,1
支持绿色环保产业技术升级杭州分行积极支持绿色环保产业技术升级，向奉新伟明环保能源有限公司提供项目贷款亿元，用于奉新县垃圾焚烧发电项目建设,1
聚焦固废处理企业发展昆明分行深入贯彻总行转型战略，聚焦经营清洁能源绿色环保行业,1
昆明分行支持本土企业，向云南水务投资股份有限公司并购贷款人民币万元，用于收购专业环保中国投资开发有限公司香港香港年峰投资有限公司持有的哈尔滨国环医疗固体废物无害化集中处置中心有限公司股权,0
平安银行年可持续发展报告绿色运营，践行环保理念平安银行持续推进互联网和信息技术与金融服务的融合，将绿色低碳理念融入金融服务全过程，加快电子渠道建设，打造特色化服务平台，推广电子对账方式，减少资源浪费，降低对环境的影响,1
平安银行年可持续发展报告总行纸质账单与电子账单使用情况信用卡纸质账单与电子账单使用情况百万份百万份纸质账单份数电子账单份数纸质账单份数电子账单份数绿色办公平安银行积极倡导可持续的绿色办公模式，采取节水节电推行视频会议等多种措施，引导并带动全体员工营造节能减排的良好氛围，努力构建低碳环保绿色银行,1
报告期内，平安银行持续开展低碳活动，将低碳环保理念贯穿到日常运营中，从经营管理的每个环节和细节入手，最小化管理运营对环境的影响，为建设绿色银行而积极探索努力实践,1
年年总行物业管理大楼办公用水消耗量吨总行物业管理大楼办公用电消耗量度积极建设低碳节能集约型银行济南分行大力推广低碳办公，年月向全行发布关于实施节能降耗措施的通知，号召全行杜绝浪费，低碳节能日常照明节电充分利用自然光，做到人走灯熄，杜绝白昼灯和长明灯，减少公共区域不必要的照明,1
平安银行年可持续发展报告空调使用节能空调使用节能温度，夏天保持在摄氏度以上，冬天保持在摄氏度以下,1
绿色采购我们始终坚持绿色环保的采购理念，在供应商准入招标采购评审标准合同条款设定等关键采购环节，在供应商管理办法明确供应商需提供环保内容，包括产品设计生产包装物流使用回收利用等环节的环境保护措施，获得绿色产品绿色原材料和绿色服务等环保证书及奖项情况,1
我们优选具备环境管理体系认证和采取环境保护措施的供应商，引导供应商在产品设计生产施工服务等方面采取有效环保措施，以避免浪费和减少对环境的不利影响,1
平安银行年可持续发展报告对标表指标编号和描述披露情在报告中的位置况基础一般披露组织概况组织名称披露年表现银行简介活动品牌产品与服务披露年表现银行简介；可持续发展发展理念总部位置披露年表现银行简介营运位置披露年表现银行简介所有权与法律形式披露稳健经营公司治理服务的市场披露支持实体经济，助推经济腾飞布局重点行业组织规模披露年表现银行简介关于员工和其他工作者的信息披露以人为本，真心关爱员工多元人才招募供应链披露绿色运营，践行环保理念绿色采购组织及其供应链的重大变化披露绿色运营，践行环保理念绿色采购预警原则或方针披露稳健经营内控合规外部倡议未披露协会的成员资格未披露战略高级决策者的声明披露高管致辞道德和诚信价值观原则标准和行为规范披露可持续发展发展理念管治管理架构披露稳健经营公司治理利益相关方沟通利益相关方群体列表披露可持续发展责任沟通集体谈判协议未披露利益相关方的识别和遴选披露可持续发展责任沟通利益相关方参与方针披露可持续发展责任沟通提出的主要议题和关切问题披露可持续发展重要议题报告实践平安银行年可持续发展报告合并财务报表中所涵盖的实体披露关于本报告界定报告内容和议题边界披露关于本报告；可持续发展重要议题实质性议题列表披露可持续发展重要议题信息重述不适用报告变化披露关于本报告报告期披露关于本报告最近报告日期披露关于本报告报告周期披露关于本报告有关本报告问题的联系人信息披露意见反馈表符合标准进行报告的声明披露第三方审验内容索引披露内容索引外部鉴证披露第三方审验经济管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露稳健经营公司治理管理方法的评估披露稳健经营公司治理经济绩效直接产生和分配的经济价值披露年表现责任绩效间接经济影响基础设施投资和支持性服务披露支持实体经济，助推经济腾飞助力设施建设重要间接经济影响披露支持实体经济，助推经济腾飞贷动区域发展；服务社会，普惠百姓民生支持中小企业发展；探索乡村金融路径采购实践管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露绿色运营，践行环保理念绿色采购反腐败管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露稳健经营内控与合规平安银行年可持续发展报告管理方法的评估披露稳健经营内控与合规反腐败政策和程序的传达及培训披露稳健经营内控与合规经确认的腐败事件和采取的行动披露稳健经营内控与合规反竞争行为针对不当竞争行为反托拉斯和反垄断实披露稳健经营内控与合规践的法律诉讼环境管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露绿色运营，践行环保理念绿色服务；绿色办公管理方法的评估披露绿色运营，践行环保理念绿色服务；绿色办公物料所用物料的重量或体积披露绿色运营，践行环保理念绿色服务；绿色办公能源组织内部的能源消耗量披露绿色运营，践行环保理念绿色服务；绿色办公减少能源消耗量披露绿色运营，践行环保理念绿色服务；绿色办公降低产品和服务的能源需求披露绿色运营，践行环保理念绿色服务；绿色办公水资源因取水而受重大影响的水源不适用水循环与再利用披露绿色运营，践行环保理念绿色办公环境合规违反环境法律法规披露绿色运营，践行环保理念绿色服务供应商环境评估使用环境标准筛选的新供应商披露绿色运营，践行环保理念绿色采购供应链对环境的负面影响以及采取的行动披露绿色运营，践行环保理念绿色采购社会管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露以人为本，真心关爱员工多元人才招募；可持续发展发展理念平安银行年可持续发展报告管理方法的评估披露以人为本，真心关爱员工多元人才招募；可持续发展发展理念雇佣提供给全职员工不包括临时或兼职员披露以人为本，真心关爱员工悉心关怀员工的福利工育儿假未披露培训与教育每名员工每年接受培训的平均小时数披露以人为本，真心关爱员工陪伴员工成长员工技能提升方案和过渡协助方案披露以人为本，真心关爱员工陪伴员工成长多元化与平等机会管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露以人为本，真心关爱员工多元人才招募管理方法的评估披露以人为本，真心关爱员工多元人才招募管治机构与员工的多元化披露以人为本，真心关爱员工多元人才招募男女基本工资和报酬的比例未披露反歧视歧视事件及采取的纠正行动披露以人为本，真心关爱员工多元人才招募强迫与强制劳动具有强迫或强制劳动事件重大风险的运营披露以人为本，真心关爱员工多元人才招点和供应商募当地社区管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露热心公益共建和谐社区参与志愿服务管理方法的评估披露热心公益共建和谐社区参与志愿服务有当地社区参与影响评估和发展计划的披露热心公益共建和谐社区参与志愿服运营点务平安银行年可持续发展报告对当地社区有实际或潜在重大负面影响的披露热心公益共建和谐社区参与志愿服运营点务供应商社会评估使用社会标准筛选的新供应商披露绿色运营，践行环保理念绿色采购供应链对社会的负面影响以及采取的行动披露绿色运营，践行环保理念绿色采购客户健康与安全管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露不忘初心专注客户服务信息资金安全管理方法的评估披露不忘初心专注客户服务信息资金安全社会经济合规管理方法对实质性议题及其边界的说明披露关于本报告；可持续发展重要议题管理方法及其组成部分披露稳健经营内控与合规管理方法的评估披露稳健经营内控与合规违反社会与经济领域的法律和法规披露稳健经营内控与合规平安银行年可持续发展报告第三方审验平安银行年可持续发展报告平安银行年可持续发展报告关于本报告本报告是平安银行发布的第十一份社会责任年度报告，披露了平安银行为客户公众员工等利益相关方的履责实践和绩效，展示了平安银行为利益相关方创造的美好生活,0
对于平安银行来说，您所属的利益相关方类别是政府客户事业伙伴员工环保相关组织社区与公众媒体您对本报告的总体评价是,0
十绿色信贷本行贯彻中国银保监会绿色信贷指引的原则，秉持可持续发展理念，逐年制定年度绿色信贷政策，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，相关内容纳入平安银行三年发展战略规划中，将绿色低碳理念融入金融服务全过程,1
本行制定平安银行绿色信贷指引，按照国际领先银行执行赤道原则的普遍做法，有效配置信贷资源，加大对低碳经济循环经济节能减排等绿色经济的支持力度，限制不符合国家环保和产业政策行业的介入,1
严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
本行结合国家十三五规划银保监会绿色信贷指引及本行重点战略的要求，明确本行重点关注的绿色信贷业务边界，包括节能环保制造及服务行业清洁能源行业新能源汽车行业及绿色建筑行业，提出目标客户和授信方案指引；同时，成立能源金融事业部，战略定位为聚焦经营清洁能源绿色环保业务，加大对水电核电风电太阳能发电垃圾发电等清洁能源行业的支持力度，推动全行新能源领域客户策略整体产品方案设计，为客户提供专业化的综合金融服务，支持节能减排技术创新技术改造技术服务和产品推广，促进绿色信贷投放的有序提升,1
同时不断完善绿色信贷专项统计制度，进一步明确本行绿色信贷统计口径，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，并将核查环保信息纳入信贷全流程管理,1
本行完善绿色信贷环保信息的沟通和披露机制，组织学习全行优秀绿色信贷案例，加强对绿色信贷价值导向的宣导工作，确保绿色信贷持续有效开展,1
年末，包括医疗健康绿色环保清洁能源等重点行业的客户授信占比,0
绿色信贷年本行遵循十九大报告建设美丽中国的发展要求，贯彻中国银保监会绿色信贷指引的原则和要求，制定和执行平安银行绿色信贷指引，按照国际领先银行执行赤道原则的普遍做法，秉持可持续发展理念，深入推进绿色金融相关制度建设，明确提出将经济效益社会效益和生态效益有机统一，把低碳绿色环保和保护生物多样性融入信贷政策和经营理念，强化环境和社会风险管理，加快信贷结构调整优化，限制不符合国家环保和产业政策行业的介入，严控两高高污染高耗能及产能过剩行业的信贷投放，加大对新兴产业低碳经济循环经济节能减排等绿色经济的支持力度，积极开展绿色金融创新，并在贷款定价和经济资本分配等方面优先给予授信支持,1
本行致力于打造国际领先绿色银行，对标国际最佳实践，建立起完备的绿色信贷政策体系，实施全行绿色信贷发展战略，加大绿色信贷支持，引领绿色金融产品创新，相关内容纳入平安银行三年发展战略规划中，将绿色低碳理念融入金融服务全过程,1
严格控制高耗能高污染业务风险，严守国家行业政策合规底线，实行严格的授信目录管理政策，对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不提供任何形式的新增授信，已有授信采取妥善措施确保债权安全收回,1
